#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-27T20:39:24 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-27T20:39:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/622/A149/tablec1&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Otype&-out=Jmag&-out=Hmag&-out=Ksmag&-out=Class&-out=ClassFlag&-out=SimbadName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36220149
#Name: J/A+A/622/A149
#Title: Vienna survey in Orion. III. (Grossschedl+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/622/a149	    IVOID of underlying data collection
#INFO	creator=Grossschedl J.E.	    First author or institution
#INFO	cites=bibcode:2019A&A...622A.149G	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/622/A149	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36220149	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_622_A149_tablec1:
#Name: J/A+A/622/A149/tablec1
#Title: Catalog of YSO candidates and rejected YSOs
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Otype	(a22)	Object Type as given in SIMBAD	[ucd=src.class]
#Column	Jmag	(F7.4)	? J magnitude from VISTA	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.4)	? H magnitude from VISTA	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.4)	? Ks magnitude from VISTA	[ucd=phot.mag;em.IR.K]
#Column	Class	(A4)	YSO classification (9)	[ucd=meta.code.class]
#Column	ClassFlag	(I1)	[1/4] Flag to distinguish between candidates (10)	[ucd=meta.code]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000	DEJ2000	Otype	Jmag	Hmag	Ksmag	Class	ClassFlag	SimbadName
05 35 58.249	-06 36 43.106	Orion_V*              	11.7110	10.8540	10.3810	D   	1	[MGM2012] 827
05 35 58.259	-06 14 04.432	Orion_V*              	13.8610	13.0170	12.5970	D   	1	[MGM2012] 1002
05 35 58.353	-06 19 32.010	pMS*                  	16.7650	15.8050	15.2510	D   	1	[MGM2012] 969
05 35 58.611	-04 29 24.179	Flare*                	12.2490	11.4180	10.9640	D   	1	[MGM2012] 2755
05 35 58.819	-05 10 14.630	Irregular_V*          	15.3040	14.6000	14.1880	D   	1	[MGM2012] 2284
05 35 58.917	-06 02 39.715	Flare*                	14.6790	13.9400	13.6460	D   	1	[MGM2012] 1066
05 35 58.944	-05 32 53.892	Orion_V*              	13.8990	13.1000	12.4670	D   	1	[MGM2012] 1478
05 35 59.230	-05 07 33.482	pMS*                  	14.8250	14.2150	13.9030	AD  	1	[MGM2012] 2342
05 35 59.457	-05 24 53.330	pMS*                  	15.7540	15.1390	14.6940	D   	1	[MGM2012] 1756
05 35 59.482	-05 37 09.623	Orion_V*              	12.7780	11.9560	11.6570	D   	1	[MGM2012] 1372
05 35 59.655	-05 29 43.562	pMS*                  	10.8620	 9.6880	 8.8580	D   	1	WISE J053559.66-052943.6
05 35 59.684	-05 55 03.134	Orion_V*              	14.1760	13.7010	13.2290	AD  	1	[MGM2012] 1139
05 35 59.749	-06 16 06.534	Orion_V*              	10.5540	 9.8940	 9.5440	D   	1	[MGM2012] 987
05 35 59.841	-06 42 30.431	Orion_V*              	13.7220	12.8380	12.2110	D   	1	[MGM2012] 803
05 36 00.042	-06 07 14.222	YSO                   	16.1960	15.0060	14.4690	F   	1	HOPS 195
05 36 00.177	-06 42 33.926	Ae*                   	10.9430	10.0500	 9.4780	D   	1	[MGM2012] 802
05 36 00.895	-06 26 35.997	pMS*                  	14.8370	14.0050	13.4810	D   	1	[MGM2012] 881
05 36 00.869	-04 42 58.792	pMS*                  	13.3470	12.7390	12.3690	D   	1	[MGM2012] 2689
05 36 01.101	-06 15 31.427	Flare*                	12.1770	11.4390	11.0500	D   	1	[MGM2012] 991
05 36 01.088	-06 25 07.571	Orion_V*              	12.9750	12.4100	12.1250	D   	1	[MGM2012] 894
05 36 01.339	-05 37 33.305	pMS*                  	14.5420	13.0860	12.3940	D   	1	[MGM2012] 1363
05 36 01.658	-06 42 36.055	Orion_V*              	13.3450	12.7140	12.3790	D   	1	[MGM2012] 801
05 36 02.202	-05 02 50.068	Candidate_YSO         	       	       	17.8510	fuzz	3	HOPS 110
05 36 02.608	-05 37 12.665	Irregular_V*          	15.7220	13.9500	13.0550	D   	1	[MGM2012] 1370
05 36 02.646	-04 50 00.066	pMS*                  	14.4780	13.8320	13.4980	D   	1	[MGM2012] 2596
05 36 02.826	-05 32 54.349	pMS*                  	13.7430	13.1040	12.7100	AD  	1	[MGM2012] 1477
05 36 03.237	-05 44 32.884	pMS*                  	14.5550	13.8840	13.5700	AD  	1	[MGM2012] 1244
05 36 03.618	-04 14 17.739	pMS*                  	12.2740	11.6070	11.3370	TD  	1	[MGM2012] 2799
05 36 03.858	-05 30 18.731	Orion_V*              	13.5640	12.8540	12.4970	D   	1	[MGM2012] 1549
05 36 04.160	-05 04 08.843	pMS*                  	12.9280	12.0780	11.7090	D   	1	[MGM2012] 2404
05 36 04.504	-05 23 05.486	YSO                   	       	       	       	fuzz	3	[MGM2012] 1858
05 36 04.975	-06 46 41.415	Orion_V*              	11.0340	10.3350	10.1210	AD  	2	V* V2637 Ori
05 36 04.995	-06 44 42.934	pMS*                  	15.9190	13.6950	12.4870	D   	1	[MGM2012] 782
05 36 05.003	-06 42 43.955	Orion_V*              	12.3050	11.6460	11.2970	D   	1	[MGM2012] 799
05 36 05.082	-06 29 32.146	Orion_V*              	12.3680	11.2710	10.4940	D   	1	[MGM2012] 866
05 36 05.117	-05 11 13.712	Orion_V*              	13.9670	13.2240	12.7780	D   	1	[MGM2012] 2270
05 36 05.160	-06 25 25.384	Flare*                	11.8200	11.0940	10.9100	AD  	2	V* V822 Ori
05 36 06.149	-06 25 52.727	pMS*                  	14.5300	13.3160	12.8610	D   	1	[MGM2012] 888
05 36 06.287	-06 03 15.443	pMS*                  	14.7230	14.0590	13.7920	D   	1	[MGM2012] 1064
05 36 06.417	-04 41 53.832	Orion_V*              	11.6470	11.0020	10.7110	D   	1	[MGM2012] 2695
05 36 06.588	-06 31 42.932	pMS*                  	13.3520	12.6650	12.3980	D   	1	[MGM2012] 855
05 36 06.603	-05 41 54.240	pMS*                  	13.5520	12.9190	12.6600	TD  	1	[MGM2012] 1288
05 36 06.653	-06 32 17.163	Orion_V*              	12.1260	10.6650	 9.6820	D   	1	[MGM2012] 851
05 36 06.652	-06 14 25.836	Orion_V*              	11.8300	10.9490	10.5010	D   	1	[MGM2012] 1000
05 36 06.670	-04 55 12.205	pMS*                  	15.8060	14.9870	14.4580	AD  	1	[MGM2012] 2516
05 36 06.802	-05 06 15.557	pMS*                  	13.0290	12.3120	12.0090	D   	1	[MGM2012] 2359
05 36 06.901	-04 20 37.618	Flare*                	12.4310	11.6110	11.1530	D   	1	[MGM2012] 2782
05 36 06.988	-05 13 34.146	Orion_V*              	15.8920	14.0850	13.3080	D   	1	[MGM2012] 2231
05 36 07.012	-06 01 50.122	Orion_V*              	14.3380	13.9740	13.0940	D   	1	[MGM2012] 1073
05 36 07.043	-05 34 18.252	Orion_V*              	12.3400	11.1260	10.2330	D   	1	[MGM2012] 1438
05 36 07.293	-05 42 21.639	Orion_V*              	11.2730	10.4410	 9.8900	D   	1	[MGM2012] 1277
05 36 08.084	-04 41 20.561	Orion_V*              	12.0390	11.1750	10.7140	D   	1	[MGM2012] 2700
05 36 08.287	-06 48 36.320	Orion_V*              	12.0830	11.1310	10.6330	D   	1	[MGM2012] 762
05 36 08.334	-06 24 37.882	Orion_V*              	12.7000	12.1510	11.8070	D   	1	[MGM2012] 904
05 36 08.400	-04 28 52.589	Flare*                	12.4450	11.6460	11.2150	AD  	2	V* V820 Ori
05 36 09.256	-05 31 09.618	Orion_V*              	13.9990	13.2940	12.7510	D   	1	[MGM2012] 1514
05 36 09.283	-04 50 00.749	pMS*                  	12.7990	12.1050	11.8470	D   	1	[MGM2012] 2595
05 36 09.276	-05 36 38.807	Flare*                	12.2520	11.5500	11.1290	D   	1	WISE J053609.30-053638.9
05 36 09.516	-06 24 33.708	pMS*                  	14.6430	14.1000	13.7640	D   	1	[MGM2012] 905
05 36 09.700	-06 10 30.885	pMS*                  	12.1940	11.4230	10.9560	D   	1	[MGM2012] 1025
05 36 10.127	-05 50 08.618	pMS*                  	15.6800	14.5700	14.0600	D   	1	HOPS 21
05 36 10.331	-05 42 27.021	Orion_V*              	11.5860	10.1580	 9.1380	D   	1	[MGM2012] 1275
05 36 10.429	-05 21 45.097	pMS*                  	15.2580	14.7160	14.2410	D   	1	[MGM2012] 1925
05 36 10.492	-05 19 44.889	Flare*                	11.4900	10.7860	10.5920	TD  	1	[MGM2012] 2027
05 36 10.750	-07 24 28.268	YSO                   	18.3470	17.3290	16.2510	G   	3	[MGM2012] 564
05 36 10.968	-05 39 49.258	Orion_V*              	12.6900	11.1110	10.0710	D   	1	[MGM2012] 1329
05 36 11.312	-06 16 55.852	pMS*                  	14.0180	13.4350	13.0980	D   	1	[MGM2012] 982
05 36 11.428	-03 37 15.411	                      	13.0880	12.4820	12.2210	D   	2	2MASS J05361143-0337154
05 36 11.436	-06 22 25.656	Candidate_YSO         	13.9580	12.8500	12.1990	D   	2	2MASS J05361143-0622254
05 36 11.463	-06 22 22.183	pMS*                  	12.7190	11.4190	10.5940	D   	1	[MGM2012] 939
05 36 11.609	-06 43 03.352	pMS*                  	18.0790	17.8410	16.4050	fuzz	3	[MGM2012] 795
05 36 11.669	-06 24 58.427	pMS*                  	14.7000	14.0920	13.8220	D   	1	[MGM2012] 898
05 36 11.705	-07 30 11.035	pMS*                  	13.9470	13.2240	12.9380	D   	1	[MGM2012] 522
05 36 11.785	-05 39 50.249	pMS*                  	15.1900	14.2060	13.7330	D   	1	[MGM2012] 1327
05 36 12.412	-04 45 15.760	Candidate_YSO         	       	       	18.6310	G   	3	HOPS 106
05 36 12.510	-05 40 45.392	Orion_V*              	13.4740	12.4780	11.4010	D   	1	[MGM2012] 1312
05 36 12.605	-06 23 39.551	Orion_V*              	12.7360	11.8020	11.3590	D   	1	[MGM2012] 914
05 36 12.981	-06 23 30.574	pMS*                  	13.1580	12.9910	11.2170	D   	1	HOPS 184
05 36 13.235	-06 49 42.034	Orion_V*              	15.7980	13.8440	12.8240	D   	1	WISE J053613.23-064942.0
05 36 13.380	-05 02 22.935	pMS*                  	13.4660	12.8020	12.4240	D   	1	[MGM2012] 2421
05 36 14.755	-06 13 16.906	Orion_V*              	12.4700	11.7370	11.4970	D   	1	[MGM2012] 1007
05 36 15.068	-06 17 36.884	Orion_V*              	11.1850	10.4160	 9.9920	D   	1	[MGM2012] 979
05 36 15.254	-06 36 16.518	Candidate_YSO         	14.2110	13.6290	13.3230	AD  	2	2MASS J05361525-0636165
05 36 15.571	-06 00 50.481	pMS*                  	13.9620	13.3170	13.0490	D   	1	[MGM2012] 1084
05 36 15.837	-06 14 50.634	Flare*                	13.0220	12.3150	12.0290	TD  	1	WISE J053615.84-061450.7
05 36 16.220	-05 07 47.230	Irregular_V*          	16.5790	15.6560	15.2620	D   	1	[MGM2012] 2337
05 36 16.350	-05 40 02.117	Orion_V*              	13.9240	13.2280	12.9280	AD  	2	V* V1605 Ori
05 36 16.981	-05 11 42.737	Orion_V*              	10.3560	 9.6080	 9.2760	D   	1	WISE J053616.98-051142.8
05 36 17.103	-06 28 20.273	pMS*                  	15.4960	14.7300	14.2390	D   	1	[MGM2012] 870
05 36 17.212	-06 38 01.586	YSO                   	       	17.0890	       	0   	1	HOPS 171
05 36 17.233	-06 17 24.485	Orion_V*              	12.2200	11.5960	11.3220	D   	1	[MGM2012] 981
05 36 17.281	-06 11 11.017	YSO                   	17.7730	15.3980	13.6760	I   	1	HOPS 191
05 36 17.637	-06 22 49.569	pMS*                  	19.5370	16.5990	14.7060	D   	1	[MGM2012] 929
05 36 17.741	-04 06 06.568	pMS*                  	18.3230	17.1690	16.2030	G   	3	[MGM2012] 2809
05 36 17.873	-06 22 27.966	YSO                   	       	       	15.6780	F   	1	HOPS 183
05 36 17.885	-05 46 54.341	Candidate_YSO         	18.6740	17.2340	16.1340	G   	3	HOPS 23
05 36 18.206	-05 49 53.115	Orion_V*              	14.0530	13.0920	12.5060	D   	1	[MGM2012] 1184
05 36 18.477	-06 20 38.712	Orion_V*              	12.2050	11.4280	11.0990	D   	1	[MGM2012] 960
05 36 18.470	-06 22 13.440	YSO                   	       	       	       	I   	1	[MGM2012] 943
05 36 18.475	-05 31 02.679	pMS*                  	14.4030	13.5040	12.9870	AD  	1	[MGM2012] 1521
05 36 18.588	-04 53 15.301	pMS*                  	16.4650	15.2570	14.6220	F   	1	[MGM2012] 2546
05 36 18.833	-06 22 10.219	YSO                   	       	       	       	0   	1	HOPS 182
05 36 18.934	-06 45 22.720	YSO                   	       	       	       	0   	1	HOPS 168
05 36 19.020	-05 55 25.343	YSO                   	16.6450	14.2160	12.5760	F   	1	HOPS 15
05 36 19.011	-05 18 28.643	pMS*                  	14.1870	13.5320	13.2780	D   	1	[MGM2012] 2083
05 36 19.082	-06 22 50.709	pMS*                  	14.8780	14.3040	13.9660	AD  	1	[MGM2012] 928
05 36 19.186	-05 55 30.752	YSO                   	18.9270	16.9600	15.5690	F   	1	HOPS 14
05 36 19.382	-06 25 51.304	Orion_V*              	12.8850	12.2730	11.6860	D   	1	[MGM2012] 889
05 36 19.458	-06 29 06.929	YSO                   	19.1950	16.2590	14.4500	I   	1	HOPS 172
05 36 19.494	-06 24 37.927	Orion_V*              	17.6770	14.9990	13.5430	D   	1	WISE J053619.49-062437.9
05 36 19.485	-06 22 20.105	YSO                   	       	       	17.6940	F   	1	[MGM2012] 940
05 36 19.503	-06 22 12.348	YSO                   	       	       	       	I   	1	HOPS 181
05 36 19.553	-07 18 39.094	Candidate_YSO         	17.8440	16.9230	16.4900	UG  	4	[MGM2012] 606
05 36 19.740	-05 48 23.583	Orion_V*              	12.9420	11.9310	11.0920	D   	1	[MGM2012] 1198
05 36 19.755	-05 14 38.651	Orion_V*              	12.2520	11.4150	10.9470	D   	1	[MGM2012] 2207
05 36 19.757	-04 44 55.096	Orion_V*              	11.6640	10.9420	10.6800	D   	1	[MGM2012] 2667
05 36 19.806	-06 46 00.711	Orion_V*              	18.0090	15.8520	14.6530	F   	1	HOPS 167
05 36 19.781	-06 22 22.530	pMS*                  	       	18.1570	15.3490	D   	1	[MGM2012] 938
05 36 19.874	-05 13 06.454	pMS*                  	13.6210	12.9230	12.5550	D   	1	[MGM2012] 2240
05 36 20.395	-06 25 18.736	pMS*                  	       	19.5440	16.4800	star	3	[MGM2012] 891
05 36 20.498	-06 23 22.224	Orion_V*              	15.6500	13.7510	12.1080	D   	1	[MGM2012] 922
05 36 20.554	-07 05 31.764	Flare*                	12.1580	11.4040	11.1650	D   	1	[MGM2012] 652
05 36 20.597	-06 22 15.854	pMS*                  	17.4730	15.5630	14.3480	D   	1	[MGM2012] 942
05 36 20.936	-06 22 38.754	pMS*                  	18.4320	16.5600	15.2510	D   	1	[MGM2012] 934
05 36 21.058	-06 21 53.398	pMS*                  	13.4600	11.1470	10.0740	D   	1	[MGM2012] 950
05 36 21.158	-06 26 56.877	Orion_V*              	14.3820	13.7400	13.3950	D   	1	[MGM2012] 880
05 36 21.174	-06 23 31.223	pMS*                  	17.5050	16.4550	       	D   	1	[MGM2012] 917
05 36 21.405	-06 45 36.633	Orion_V*              	10.8500	 9.2680	 8.1590	D   	1	[MGM2012] 776
05 36 21.568	-06 22 52.577	Orion_V*              	14.1090	12.4880	10.9740	D   	1	[MGM2012] 927
05 36 21.731	-05 41 58.236	YSO                   	18.3140	16.8340	15.5320	G   	3	HOPS 27
05 36 21.762	-05 05 52.770	pMS*                  	13.8360	13.1190	12.7740	D   	1	[MGM2012] 2365
05 36 21.837	-06 26 02.018	Orion_V*              	12.2670	11.1300	10.2620	D   	1	[MGM2012] 886
05 36 21.875	-06 23 29.885	YSO                   	13.7080	11.5790	10.4490	F   	1	HOPS 179
05 36 21.958	-06 41 41.960	pMS*                  	12.8670	12.2230	11.9280	D   	1	[MGM2012] 809
05 36 21.973	-05 31 14.294	YSO                   	18.0620	16.6950	15.8170	UG  	4	[MGM2012] 1512
05 36 22.264	-05 55 47.575	pMS*                  	13.8720	13.2900	12.8730	D   	1	[MGM2012] 1122
05 36 22.439	-05 36 24.898	Star                  	17.5110	16.2280	15.3090	G   	3	HOPS 39
05 36 22.466	-06 23 44.826	Orion_V*              	13.9420	12.5840	11.7250	D   	1	[MGM2012] 911
05 36 22.635	-06 21 27.733	pMS*                  	20.5920	16.6720	13.7920	D   	1	[MGM2012] 956
05 36 22.838	-06 46 06.192	YSO                   	       	       	       	0   	1	HOPS 203
05 36 22.967	-06 20 23.679	pMS*                  	16.5130	15.7920	15.2370	D   	1	[MGM2012] 962
05 36 23.529	-06 46 14.378	YSO                   	       	       	15.9190	I   	1	HOPS 165
05 36 23.578	-06 44 26.912	pMS*                  	17.3570	15.4430	14.0500	F   	1	[MGM2012] 787
05 36 23.611	-06 24 51.678	YSO                   	       	       	13.9370	I   	1	HOPS 176
05 36 23.634	-05 51 09.256	pMS*                  	14.9800	14.4100	14.1190	D   	1	[MGM2012] 1173
05 36 23.642	-05 22 46.164	Orion_V*              	15.2160	13.4410	12.5900	D   	1	[MGM2012] 1878
05 36 23.687	-04 36 17.044	pMS*                  	14.1880	13.5720	13.3090	TD  	1	[MGM2012] 2726
05 36 23.782	-06 23 11.269	Orion_V*              	15.3770	13.2250	11.1110	F   	1	[MGM2012] 925
05 36 24.074	-06 24 55.250	YSO                   	       	17.6790	15.7500	I   	1	HOPS 175
05 36 24.232	-05 44 48.602	Orion_V*              	11.5240	10.8720	10.6590	D   	1	[MGM2012] 1239
05 36 24.479	-05 34 51.379	YSO                   	       	12.7490	12.0410	D   	1	[MGM2012] 1431
05 36 24.479	-06 22 23.224	Orion_V*              	12.7490	11.5230	11.0750	AD  	1	[MGM2012] 937
05 36 24.539	-06 52 34.139	Orion_V*              	13.4290	12.8780	12.5000	D   	1	[MGM2012] 750
05 36 24.617	-06 22 41.232	YSO                   	       	       	15.1230	I   	1	HOPS 178
05 36 24.720	-06 21 54.309	pMS*                  	16.8880	15.8540	15.1280	D   	1	[MGM2012] 949
05 36 24.721	-06 05 13.187	Flare*                	13.3380	12.4980	12.1410	D   	1	[MGM2012] 1052
05 36 24.799	-06 17 30.616	YSO                   	11.9550	11.1740	10.3890	F   	1	[MGM2012] 980
05 36 25.131	-06 44 41.834	YSO                   	11.3020	 9.4720	 8.2090	F   	1	HOPS 166
05 36 25.135	-07 14 55.267	Candidate_YSO         	       	       	       	UG  	4	[MGM2012] 615
05 36 25.275	-06 35 44.304	pMS*                  	20.1450	19.1730	17.0540	fuzz	3	[MGM2012] 834
05 36 25.298	-06 25 02.645	YSO                   	       	       	       	0   	1	HOPS 380
05 36 25.433	-06 42 57.689	Ae*                   	 8.1070	 6.9640	 5.9470	D   	1	[MGM2012] 796
05 36 25.694	-06 47 16.775	Em*                   	14.5610	14.3170	14.9140	fuzz	3	HOPS 378
05 36 25.857	-06 23 31.730	pMS*                  	18.7340	17.1000	16.2240	D   	1	[MGM2012] 916
05 36 25.866	-06 24 58.698	YSO                   	17.2390	13.0200	10.8360	F   	1	HOPS 174
05 36 26.038	-06 25 05.207	YSO                   	       	       	       	0   	1	HOPS 173
05 36 26.113	-06 08 03.782	Orion_V*              	11.3590	10.3860	 9.8540	D   	1	[MGM2012] 1039
05 36 26.107	-06 24 51.925	pMS*                  	14.8620	14.1070	13.8540	AD  	1	[MGM2012] 900
05 36 26.276	-05 18 30.169	Orion_V*              	13.4090	12.7090	12.3450	D   	1	[MGM2012] 2081
05 36 26.530	-06 35 14.467	pMS*                  	19.8370	18.8750	17.1580	fuzz	3	[MGM2012] 836
05 36 26.775	-06 43 43.424	pMS*                  	13.9700	11.9390	10.9540	D   	1	WISE J053626.77-064343.3
05 36 26.786	-05 43 45.727	pMS*                  	18.3230	16.9930	15.9650	D   	1	[MGM2012] 1258
05 36 26.851	-05 56 30.113	Orion_V*              	13.3580	12.4500	11.9560	D   	1	[MGM2012] 1115
05 36 26.909	-04 55 06.084	Orion_V*              	13.9720	13.3730	13.0560	D   	1	[MGM2012] 2518
05 36 27.186	-05 24 31.290	V*                    	 9.1820	 9.2260	 9.2310	AD  	2	HD  37174
05 36 27.534	-05 30 55.540	Orion_V*              	11.9090	11.1700	10.7680	D   	1	[MGM2012] 1526
05 36 27.590	-07 13 38.477	pMS*                  	16.6270	15.4940	15.0000	cont	3	[MGM2012] 616
05 36 27.666	-06 14 40.446	YSO                   	15.4000	14.8680	14.5350	AD  	2	2MASS J05362766-0614405
05 36 27.716	-06 23 12.310	Orion_V*              	11.8980	11.2080	10.7730	D   	1	[MGM2012] 924
05 36 27.745	-06 21 57.354	pMS*                  	17.1460	15.8860	14.9780	D   	1	[MGM2012] 948
05 36 27.885	-06 25 35.955	pMS*                  	12.9330	12.3280	12.0510	TD  	1	[MGM2012] 890
05 36 28.103	-06 44 32.589	Orion_V*              	12.8290	11.9710	11.5970	D   	1	[MGM2012] 785
05 36 28.943	-05 39 15.476	Orion_V*              	15.3530	14.5700	13.8780	AD  	2	V* V2682 Ori
05 36 29.063	-06 38 40.653	Orion_V*              	14.3370	13.5080	12.9300	D   	1	[MGM2012] 820
05 36 29.279	-04 53 51.028	Flare*                	12.6560	11.9710	11.7290	AD  	2	V* V836 Ori
05 36 29.307	-04 43 59.810	pMS*                  	13.6120	12.9720	12.6890	TD  	1	[MGM2012] 2680
05 36 29.884	-04 47 15.171	Candidate_YSO         	17.2700	16.2430	15.8830	UG  	4	[MGM2012] 2640
05 36 30.096	-06 23 10.136	Orion_V*              	12.1690	11.0400	10.3180	D   	1	[MGM2012] 926
05 36 30.229	-06 42 46.043	Orion_V*              	13.2270	11.9370	11.2560	D   	1	[MGM2012] 798
05 36 30.268	-06 01 17.303	YSO                   	       	       	15.8510	I   	1	HOPS 193
05 36 30.342	-04 32 16.980	Orion_V*              	15.4960	13.6410	12.6840	I   	1	[MGM2012] 2748
05 36 30.494	-06 23 56.584	pMS*                  	18.6340	14.5360	14.2440	AD  	1	[MGM2012] 908
05 36 30.972	-06 52 40.940	YSO                   	16.5040	15.6900	15.0550	F   	1	HOPS 162
05 36 31.584	-06 08 27.099	Orion_V*              	10.4870	 9.5990	 9.0720	D   	1	WISE J053631.56-060827.5
05 36 31.839	-06 23 23.100	pMS*                  	15.8980	14.3030	13.9670	D   	1	[MGM2012] 921
05 36 32.131	-05 17 13.520	Orion_V*              	12.3250	11.3310	10.6670	D   	1	[MGM2012] 2129
05 36 32.262	-05 53 53.085	pMS*                  	15.9720	14.8500	14.1300	D   	1	[MGM2012] 1149
05 36 32.380	-06 19 19.858	Orion_V*              	10.8870	10.2050	 9.9360	D   	1	[MGM2012] 971
05 36 32.418	-06 40 42.946	Flare*                	13.3670	12.6900	12.2940	D   	1	[MGM2012] 812
05 36 32.459	-06 01 16.466	Orion_V*              	17.6070	14.6430	12.7160	F   	1	HOPS 192
05 36 32.886	-06 44 20.856	pMS*                  	12.9630	11.5250	10.6760	D   	1	[MGM2012] 788
05 36 33.067	-06 44 29.381	pMS*                  	13.9690	12.4870	11.5460	D   	1	[MGM2012] 786
05 36 33.214	-06 08 55.149	Orion_V*              	13.4480	12.5930	12.1660	D   	1	[MGM2012] 1032
05 36 33.287	-06 15 23.977	pMS*                  	15.8210	15.2800	14.8700	D   	1	[MGM2012] 993
05 36 33.342	-04 55 19.234	Orion_V*              	14.2230	13.4960	13.1510	D   	1	[MGM2012] 2512
05 36 33.556	-06 59 42.932	pMS*                  	18.2000	16.0730	15.0110	AD  	1	[MGM2012] 707
05 36 33.559	-05 51 11.955	pMS*                  	14.4870	13.7460	13.3820	D   	1	[MGM2012] 1172
05 36 33.684	-05 57 53.560	Orion_V*              	11.8090	10.7000	 9.9550	D   	1	[MGM2012] 1103
05 36 34.755	-07 11 13.755	YSO                   	18.2980	16.8030	15.5340	G   	3	HOPS 161
05 36 34.915	-06 08 20.606	pMS*                  	15.3500	14.7700	14.4330	D   	1	[MGM2012] 1037
05 36 35.412	-06 59 17.062	pMS*                  	14.9980	14.4560	14.1050	D   	1	[MGM2012] 711
05 36 35.741	-04 11 41.186	pMS*                  	13.0230	12.4160	12.1160	D   	1	[MGM2012] 2803
05 36 35.752	-06 42 49.889	Orion_V*              	13.5620	12.4610	11.9890	D   	1	[MGM2012] 797
05 36 35.820	-06 38 33.601	YSO                   	       	19.8750	16.0630	fuzz	3	[MGM2012] 821
05 36 36.146	-06 38 54.205	                      	       	       	       	0   	1	HOPS 169
05 36 36.164	-05 55 28.833	Orion_V*              	11.6150	10.6130	 9.9860	D   	1	[MGM2012] 1132
05 36 36.928	-06 33 24.134	Orion_V*              	11.7740	10.6200	 9.6630	D   	1	[MGM2012] 848
05 36 36.997	-06 14 57.895	pMS*                  	16.7310	14.3790	13.2580	I   	1	HOPS 185
05 36 37.045	-05 04 41.206	Flare*                	11.3790	10.6430	10.4340	TD  	1	[MGM2012] 2391
05 36 37.063	-05 34 08.868	pMS*                  	13.8160	13.1360	12.7550	AD  	1	[MGM2012] 1442
05 36 37.206	-05 26 25.335	Orion_V*              	11.6360	10.8380	10.3720	D   	1	[MGM2012] 1687
05 36 37.329	-05 44 07.353	Flare*                	12.0990	11.4250	11.1570	AD  	2	WISE J053637.33-054407.5
05 36 37.516	-06 27 17.260	Orion_V*              	13.7970	13.1210	12.8130	AD  	1	[MGM2012] 875
05 36 38.479	-04 28 20.908	Orion_V*              	13.7210	13.0520	12.6490	D   	1	[MGM2012] 2760
05 36 39.331	-06 30 11.128	pMS*                  	13.3560	12.6910	12.4200	TD  	1	[MGM2012] 862
05 36 40.053	-05 12 23.126	Flare*                	12.4790	11.6270	11.2160	D   	1	[MGM2012] 2251
05 36 40.155	-05 31 13.576	YSO                   	       	       	19.0390	fuzz	3	[MGM2012] 1513
05 36 40.393	-06 13 33.390	pMS*                  	12.1960	11.5090	11.2800	TD  	1	[MGM2012] 1006
05 36 40.586	-06 10 33.261	Orion_V*              	12.6480	11.2080	10.4400	D   	1	[MGM2012] 1024
05 36 40.687	-06 30 09.309	Orion_V*              	11.9840	11.2820	10.9350	D   	1	WISE J053640.69-063009.3
05 36 40.754	-06 11 08.280	Orion_V*              	15.2630	13.3030	12.5780	F   	1	[MGM2012] 1020
05 36 40.942	-06 41 17.723	pMS*                  	13.0170	12.1860	11.7910	D   	1	WISE J053640.94-064117.6
05 36 41.346	-06 34 00.346	Orion_V*              	11.0820	10.1480	 9.5190	F   	1	HOPS 170
05 36 42.118	-05 52 58.270	pMS*                  	18.1150	16.5280	15.5580	UF  	4	[MGM2012] 1155
